1e1, 100000, 0.0002691868867259473, 0.0002403424005024135, 0.0002383391547482461, 0.0002627276116982102, 0.0002536557731218636, 0.0002809438738040626, 0.0002399422228336334, 0.0002471795596648008, 0.0002526484895497561, 0.000257259322097525
3e1, 100000, 0.0001574986381456256, 0.0001828766398830339, 0.0001784089108696207, 0.0001765546185197309, 0.0001908369013108313, 0.0001612897904124111, 0.0001733726530801505, 0.0001623958523850888, 0.0001800032187020406, 0.0001563564874231815
5e1, 100000, 0.0001433785073459148, 0.0001042009025695734, 0.0001279061543755233, 0.000136545582790859, 0.000126161306980066, 0.0001251201902050525, 0.0001285069592995569, 0.0001477483165217564, 0.0001090257283067331, 0.0001235905365319923
7e1, 100000, 9.514616249362007e-05, 8.896055078366771e-05, 9.907835919875652e-05, 0.0001106739728129469, 9.461418812861666e-05, 0.0001104446782846935, 0.0001080582878785208, 9.296580537920818e-05, 0.000103508384199813, 0.0001202264102175832
9e1, 100000, 7.228996400954202e-05, 9.124081407207996e-05, 7.259596895892173e-05, 7.197442755568773e-05, 7.968416321091354e-05, 7.862716302042827e-05, 7.671181811019778e-05, 9.918808791553602e-05, 0.0001042013973346911, 8.787116530584171e-05
1e2, 100000, 8.097993850242347e-05, 8.973055082606152e-05, 7.324985199375078e-05, 8.57733903103508e-05, 9.691244486020878e-05, 6.6404216340743e-05, 8.368363342015073e-05, 7.913364970590919e-05, 7.466134411515668e-05, 7.826379442121834e-05
3e2, 100000, 6.043208850314841e-05, 5.071091072750278e-05, 5.961951319477521e-05, 6.042518725735135e-05, 3.821159771177918e-05, 5.586198676610366e-05, 6.59858706058003e-05, 6.882593152113259e-05, 4.31914122600574e-05, 4.579199958243407e-05
5e2, 100000, 4.727907798951492e-05, 5.241889084572904e-05, 5.084972508484498e-05, 5.828538633068092e-05, 5.736616367357783e-05, 6.297337677096948e-05, 5.971419886918738e-05, 5.316996612236835e-05, 7.323099998757243e-05, 5.970250276732258e-05
7e2, 100000, 5.606627019005828e-05, 7.10203530616127e-05, 5.699512985302135e-05, 5.700371548300609e-05, 4.739381620311178e-05, 4.892762444796972e-05, 6.047790157026611e-05, 6.537367880810052e-05, 6.044756810297258e-05, 5.329253690433688e-05
9e2, 100000, 7.251615170389414e-05, 7.333169196499512e-05, 6.355174264172092e-05, 5.875278657185845e-05, 7.771647506160662e-05, 6.084862616262399e-05, 5.423010588856414e-05, 6.177311297506094e-05, 5.1591112423921e-05, 6.400350684998557e-05
1e3, 100000, 4.401110345497727e-05, 6.1980594182387e-05, 5.688105011358857e-05, 6.7799752287101e-05, 5.998400956741534e-05, 6.355880032060668e-05, 4.807705772691406e-05, 6.65421030134894e-05, 8.00159978098236e-05, 8.090537448879331e-05
3e3, 100000, 7.62041745474562e-05, 5.463964407681488e-05, 5.669068195857108e-05, 6.208420381881297e-05, 6.084282722440548e-05, 6.006009061820805e-05, 6.032046803738922e-05, 5.320252967067063e-05, 6.684617983410135e-05, 6.16206307313405e-05
5e3, 100000, 7.464682857971638e-05, 6.740227399859577e-05, 7.400732283713296e-05, 6.28604248049669e-05, 6.930237577762455e-05, 5.136074105394073e-05, 7.037504110485315e-05, 6.333886267384514e-05, 5.575757677434012e-05, 7.574991468572989e-05
7e3, 100000