1e1, 100000, 0.000262759393081069, 0.0002514684165362269, 0.0002350739669054747, 0.0002498253888916224, 0.0002524063165765256, 0.0002577873237896711, 0.0002440417592879385, 0.000253083388088271, 0.0002487156598363072, 0.0002401394740445539
3e1, 100000, 0.0001797147706383839, 0.0001505818945588544, 0.0001472030999138951, 0.0001636427768971771, 0.0001430785487173125, 0.000174253640579991, 0.000169302147696726, 0.000155686226207763, 0.0001723724853945896, 0.0001510935398982838
5e1, 100000, 9.162774949800223e-05, 0.0001110141020035371, 0.0001091142185032368, 0.0001042345174937509, 0.0001127716896007769, 0.0001089755969587713, 0.0001387748634442687, 0.0001155215140897781, 0.0001167605150840245, 0.0001121737368521281
7e1, 100000, 0.0001006287056952715, 8.694161078892648e-05, 9.161046909866855e-05, 7.502289372496307e-05, 8.397747296839952e-05, 9.895583207253367e-05, 8.072016498772427e-05, 9.676196350483224e-05, 9.271097223972902e-05, 9.847863839240745e-05
9e1, 100000, 6.826310709584504e-05, 6.812994251959026e-05, 6.429178029065952e-05, 7.619359530508518e-05, 6.965243665035814e-05, 6.77380376146175e-05, 8.100595732685179e-05, 7.180547254392877e-05, 6.680852675344795e-05, 8.222832548199221e-05
1e2, 100000, 6.66966661810875e-05, 5.686098666046746e-05, 5.933119246037677e-05, 6.003710586810485e-05, 5.923325079493225e-05, 6.096173456171528e-05, 7.614935748279095e-05, 7.027627725619823e-05, 6.47623382974416e-05, 6.790216139052063e-05
3e2, 100000, 4.503224408836104e-05, 3.98823140130844e-05, 3.569924956536852e-05, 4.362418258097023e-05, 5.551509821088985e-05, 4.281957444618456e-05, 4.450491542229429e-05, 3.485531124169938e-05, 3.752315751626156e-05, 3.11514304485172e-05
5e2, 100000, 4.807914592674933e-05, 3.669728175736964e-05, 3.537152224453166e-05, 3.654916872619651e-05, 4.678571349359117e-05, 3.245234620408155e-05, 4.393575363792479e-05, 3.151696000713855e-05, 3.596272654249333e-05, 2.93886387225939e-05
7e2, 100000, 3.952071710955352e-05, 4.110016016056761e-05, 3.378441761014983e-05, 4.144117701798677e-05, 4.05334540118929e-05, 3.515116623020731e-05, 3.597418253775686e-05, 4.334459663368762e-05, 3.787053356063552e-05, 3.071169703616761e-05
9e2, 100000, 4.550919766188599e-05, 4.811818143934943e-05, 3.523433042573743e-05, 3.340156399644911e-05, 3.695154373417608e-05, 4.471614010981284e-05, 5.026455983170308e-05, 4.156018258072436e-05, 2.388593384239357e-05, 4.706344407168217e-05
1e3, 100000, 3.356731394887902e-05, 3.784150612773374e-05, 3.835512688965537e-05, 4.605641879606992e-05, 4.175951471552253e-05, 4.87035904370714e-05, 3.755004945560358e-05, 4.180603355052881e-05, 3.563828795449808e-05, 4.202903801342472e-05
3e3, 100000, 4.396730219013989e-05, 4.004143556812778e-05, 4.804492709808983e-05, 4.02342775487341e-05, 4.282428199076094e-05, 3.245384868932888e-05, 3.449620271567255e-05, 3.830242349067703e-05, 3.56354248651769e-05, 2.805762051139027e-05
5e3, 100000, 2.737039903877303e-05, 3.838416887447238e-05, 2.554804996179882e-05, 2.504368603695184e-05, 2.655502976267599e-05, 2.714545735216234e-05, 3.49539150192868e-05, 3.712563193403184e-05, 2.373852839809842e-05, 2.639781632751692e-05
7e3, 100000